date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:55	3336/3336	---M-Z	200	added ('OK')	text/css	etag:%22d08-65392cd4-8c8b582a5bb01158;gz%22	https://scalaa.com/00_global/css/project_card.css	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/00_global/css/project_card.css	(from https://scalaa.com/projects/)
18:25:55	8141/8141	---M-Z	200	added ('OK')	text/css	etag:%221fcd-65393127-610a27c51887a79a;gz%22	https://scalaa.com/00_global/css/project_slider.css	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/00_global/css/project_slider.css	(from https://scalaa.com/projects/)
18:25:55	72620/72620	---M--	200	added ('OK')	image/png	etag:%2211bac-65392cdb-20eb5a33c46e99e6;;;%22	https://scalaa.com/00_global/media/image/brand/scalaa_logo_horizontal_black.png	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/00_global/media/image/brand/scalaa_logo_horizontal_black.png	(from https://scalaa.com/projects/)
18:25:56	42501/42501	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:56%20GMT	https://scalaa.com/projects/project.php?project_name=Modern%20Oasis&project_address=Miami,%20Florida&referenced_id=modern_oasis_florida&images=modern_oasis_1,modern_oasis_2,modern_oasis_3,modern_oasis_4,modern_oasis_5,modern_oasis_6,modern_oasis_7,modern_oasis_8,modern_oasis_9,modern_oasis_10,modern_oasis_11,modern_oasis_12,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/projectf1cb.html	(from https://scalaa.com/projects/)
18:25:56	39888/39888	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:56%20GMT	https://scalaa.com/projects/project.php?project_name=The%20Glass%20House&project_address=Miami,%20Florida&referenced_id=the_glass_house_florida&images=the_glass_house_1,the_glass_house_2,the_glass_house_3,the_glass_house_4,the_glass_house_5,the_glass_house_6,the_glass_house_7,the_glass_house_8,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/project3df7.html	(from https://scalaa.com/projects/)
18:25:56	40537/40537	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:56%20GMT	https://scalaa.com/projects/project.php?project_name=The%20Hidden%20Gem&project_address=Miami,%20Florida&referenced_id=the_hidden_gem_florida&images=the_hidden_gem_1,the_hidden_gem_2,the_hidden_gem_3,the_hidden_gem_4,the_hidden_gem_5,the_hidden_gem_6,the_hidden_gem_7,the_hidden_gem_8,the_hidden_gem_9,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/project56ca.html	(from https://scalaa.com/projects/)
18:25:56	50259/50259	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:56%20GMT	https://scalaa.com/projects/project.php?project_name=The%20Gemstone%20terrace&project_address=Manhattan,%20New%20York&referenced_id=the_gemstone_terrace_new_york&images=the_gemstone_terrace_1,the_gemstone_terrace_2,the_gemstone_terrace_3,the_gemstone_terrace_4,the_gemstone_terrace_5,the_gemstone_terrace_6,the_gemstone_terrace_7,the_gemstone_terrace_8,the_gemstone_terrace_9,the_gemstone_terrace_10,the_gemstone_terrace_11,the_gemstone_terrace_12,the_gemstone_terrace_13,the_gemstone_terrace_14,the_gemstone_terrace_15,the_gemstone_terrace_16,the_gemstone_terrace_17,the_gemstone_terrace_18,the_gemstone_terrace_19,the_gemstone_terrace_20,the_gemstone_terrace_21,the_gemstone_terrace_22,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/project3382.html	(from https://scalaa.com/projects/)
18:25:57	40789/40789	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:57%20GMT	https://scalaa.com/projects/project.php?project_name=Art%20Deco%20Interior&project_address=Los%20Angeles,%20California&referenced_id=art_deco_interior_california&images=art_deco_interior_1,art_deco_interior_2,art_deco_interior_3,art_deco_interior_4,art_deco_interior_5,art_deco_interior_6,art_deco_interior_7,art_deco_interior_8,art_deco_interior_9,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/project3739.html	(from https://scalaa.com/projects/)
18:25:57	44887/44887	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:57%20GMT	https://scalaa.com/projects/project.php?project_name=Aqua%20Mansion%20Interior&project_address=Miami,%20Florida&referenced_id=aqua_mansion_interior&images=aqua_mansion_interior_1,aqua_mansion_interior_2,aqua_mansion_interior_3,aqua_mansion_interior_4,aqua_mansion_interior_5,aqua_mansion_interior_6,aqua_mansion_interior_7,aqua_mansion_interior_8,aqua_mansion_interior_9,aqua_mansion_interior_10,aqua_mansion_interior_11,aqua_mansion_interior_12,aqua_mansion_interior_13,aqua_mansion_interior_14,aqua_mansion_interior_15,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/project7132.html	(from https://scalaa.com/projects/)
18:25:57	41184/41184	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:57%20GMT	https://scalaa.com/projects/project.php?project_name=Carmelia%20Residence&project_address=Miami%20Florida&referenced_id=carmelia_residence&images=carmelia_residence_1,carmelia_residence_2,carmelia_residence_3,carmelia_residence_4,carmelia_residence_5,carmelia_residence_6,carmelia_residence_7,carmelia_residence_8,carmelia_residence_9,carmelia_residence_10,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/projectd71c.html	(from https://scalaa.com/projects/)
18:25:57	45982/45982	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:57%20GMT	https://scalaa.com/projects/project.php?project_name=Costswold%20Mansion&project_address=Long%20Island,%20New%20York&referenced_id=costswold_mansion&images=costswold_mansion_1,costswold_mansion_2,costswold_mansion_3,costswold_mansion_4,costswold_mansion_5,costswold_mansion_6,costswold_mansion_7,costswold_mansion_8,costswold_mansion_9,costswold_mansion_10,costswold_mansion_11,costswold_mansion_12,costswold_mansion_13,costswold_mansion_14,costswold_mansion_15,costswold_mansion_16,costswold_mansion_17,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/project2f7d.html	(from https://scalaa.com/projects/)
18:25:58	46736/46736	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Dec%202023%2023:25:58%20GMT	https://scalaa.com/projects/project.php?project_name=Le%20Chateau&project_address=Long%20Island,%20New%20York&referenced_id=le_chateau&images=le_chateau_1,le_chateau_2,le_chateau_3,le_chateau_4,le_chateau_5,le_chateau_6,le_chateau_7,le_chateau_8,le_chateau_9,le_chateau_10,le_chateau_11,le_chateau_12,le_chateau_13,le_chateau_14,le_chateau_15,le_chateau_16,le_chateau_17,le_chateau_18,le_chateau_19,	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/projects/projectf74a.html	(from https://scalaa.com/projects/)
18:25:58	1950/1950	---M-Z	200	added ('OK')	text/css	etag:%2279e-65392cd6-b2f9cfb65329673a;gz%22	https://scalaa.com/media/assets/css/styles.css	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/css/styles.css	(from https://scalaa.com/media/)
18:25:58	116/116	---M--	200	added ('OK')	text/css	etag:%2274-65392cd4-d318b30bffe1b35a;;;%22	https://scalaa.com/00_global/css/media_card.css	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/00_global/css/media_card.css	(from https://scalaa.com/media/)
18:25:59	114730/114730	---M--	200	added ('OK')	image/webp	etag:%221c02a-65392cd6-4a877b6e58911e53;;;%22	https://scalaa.com/media/assets/media/media_1.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/media/media_1.webp	(from https://scalaa.com/media/)
18:25:59	119158/119158	---M--	200	added ('OK')	image/webp	etag:%221d176-65392cd6-7077ad37438bedf;;;%22	https://scalaa.com/media/assets/media/media_3.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/media/media_3.webp	(from https://scalaa.com/media/)
18:26:00	90446/90446	---M--	200	added ('OK')	image/webp	etag:%221614e-65392cd7-c723902a50af751d;;;%22	https://scalaa.com/media/assets/media/media_4.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/media/media_4.webp	(from https://scalaa.com/media/)
18:26:00	203948/203948	---M--	200	added ('OK')	image/webp	etag:%2231cac-65392cd7-ade1f48d9c7eeea;;;%22	https://scalaa.com/media/assets/media/media_5.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/media/media_5.webp	(from https://scalaa.com/media/)
18:26:00	147586/147586	---M--	200	added ('OK')	image/webp	etag:%2224082-65392cd8-d1713c27b4375642;;;%22	https://scalaa.com/media/assets/media/media_6.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/media/media_6.webp	(from https://scalaa.com/media/)
18:26:01	8286/8286	---M-Z	200	added ('OK')	text/css	etag:%22205e-65392cd6-36cf9c4fbe2d2d16;gz%22	https://scalaa.com/contact/assets/css/section_11.css	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/contact/assets/css/section_11.css	(from https://scalaa.com/contact/)
18:26:01	528894/528894	---M--	200	added ('OK')	image/webp	etag:%22811fe-65392cd6-75f7df236d56fec0;;;%22	https://scalaa.com/home/assets/image/modern_oasis_2.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/home/assets/image/modern_oasis_2.webp	(from https://scalaa.com/home/assets/css/section_1.css)
18:26:01	81378/81378	---M--	200	added ('OK')	image/webp	etag:%2213de2-65392cd6-ba3d9ddc00dcc3cc;;;%22	https://scalaa.com/home/assets/image/home_background_mobile.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/home/assets/image/home_background_mobile.webp	(from https://scalaa.com/home/assets/css/section_1.css)
18:26:02	340792/340792	---M--	200	added ('OK')	image/webp	etag:%2253338-6543da3a-526757aaf278a9d6;;;%22	https://scalaa.com/about/assets/image/modern_oasis_6.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/about/assets/image/modern_oasis_6.webp	(from https://scalaa.com/about/assets/css/styles.css)
18:26:02	142146/142146	---M--	200	added ('OK')	image/webp	etag:%2222b42-6543da3a-727963ea0b5a48d6;;;%22	https://scalaa.com/about/assets/image/about_background_mobile.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/about/assets/image/about_background_mobile.webp	(from https://scalaa.com/about/assets/css/styles.css)
18:26:02	218/218	---M--	200	added ('OK')	image/png	etag:%22da-65392cf2-b864f9afa196c10a;;;%22	https://scalaa.com/00_global/media/image/projects/left_arrow.png	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/00_global/media/image/projects/left_arrow.png	(from https://scalaa.com/projects/project.php?project_name=Modern%20Oasis&project_address=Miami,%20Florida&referenced_id=modern_oasis_florida&images=modern_oasis_1,modern_oasis_2,modern_oasis_3,modern_oasis_4,modern_oasis_5,modern_oasis_6,modern_oasis_7,modern_oasis_8,modern_oasis_9,modern_oasis_10,modern_oasis_11,modern_oasis_12,)
18:26:03	204/204	---M--	200	added ('OK')	image/png	etag:%22cc-65392d01-2b82fa2b47f84194;;;%22	https://scalaa.com/00_global/media/image/projects/right_arrow.png	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/00_global/media/image/projects/right_arrow.png	(from https://scalaa.com/projects/project.php?project_name=Modern%20Oasis&project_address=Miami,%20Florida&referenced_id=modern_oasis_florida&images=modern_oasis_1,modern_oasis_2,modern_oasis_3,modern_oasis_4,modern_oasis_5,modern_oasis_6,modern_oasis_7,modern_oasis_8,modern_oasis_9,modern_oasis_10,modern_oasis_11,modern_oasis_12,)
18:26:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6525a490-c3ea7aab866a7ad;gz%22	https://scalaa.com/media/assets/image/media_1.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/image/media_1.webp	(from https://scalaa.com/media/assets/css/styles.css)
18:26:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6525a490-c3ea7aab866a7ad;gz%22	https://scalaa.com/media/assets/image/media_2.MP4	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/image/media_2.MP4	(from https://scalaa.com/media/assets/css/styles.css)
18:26:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6525a490-c3ea7aab866a7ad;gz%22	https://scalaa.com/media/assets/image/media_3.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/image/media_3.webp	(from https://scalaa.com/media/assets/css/styles.css)
18:26:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6525a490-c3ea7aab866a7ad;gz%22	https://scalaa.com/media/assets/image/media_4.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/image/media_4.webp	(from https://scalaa.com/media/assets/css/styles.css)
18:26:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6525a490-c3ea7aab866a7ad;gz%22	https://scalaa.com/media/assets/image/media_5.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/image/media_5.webp	(from https://scalaa.com/media/assets/css/styles.css)
18:26:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6525a490-c3ea7aab866a7ad;gz%22	https://scalaa.com/media/assets/image/media_6.webp	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/image/media_6.webp	(from https://scalaa.com/media/assets/css/styles.css)
18:28:38	364417723/364417723	---M--	200	added ('OK')	video/mp4	etag:%2215b892bb-65392d5b-591e593abc7f3fad;;;%22	https://scalaa.com/media/assets/media/media_2.MP4	C:/Users/olive/Desktop/scalaa/scalaa/scalaa.com/media/assets/media/media_2.MP4	(from https://scalaa.com/media/)
